NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE27670_CTRL_VS_BLIMP1_TRANSDUCED_GC_BCELL_UP	GSE27670_CTRL_VS_BLIMP1_TRANSDUCED_GC_BCELL_UP		102	0.3288963	1.174304	0.14186852	0.1548785	1.0	2828	tags=33%, list=20%, signal=41%	
GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		129	0.31867456	1.1742833	0.10600707	0.15483275	1.0	713	tags=15%, list=5%, signal=15%	
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_CD4_TCELL_DN	GSE37301_HEMATOPOIETIC_STEM_CELL_VS_CD4_TCELL_DN		70	0.3464792	1.1740335	0.17177914	0.15510763	1.0	2048	tags=24%, list=15%, signal=28%	
GSE31622_WT_VS_KLF3_KO_BCELL_DN	GSE31622_WT_VS_KLF3_KO_BCELL_DN		148	0.31611896	1.1739464	0.12890625	0.15514006	1.0	1249	tags=16%, list=9%, signal=17%	
GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_CORTICOSTERONE_TREATED_UP	GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_CORTICOSTERONE_TREATED_UP		171	0.30801332	1.1731102	0.09243698	0.15622674	1.0	1518	tags=20%, list=11%, signal=22%	
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_NRAS_KO_CD4_TCELL_DN	GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_NRAS_KO_CD4_TCELL_DN		124	0.317583	1.1730158	0.106617644	0.1562852	1.0	1939	tags=25%, list=14%, signal=29%	
GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_UP	GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_UP		124	0.3221646	1.1721605	0.12252964	0.15743496	1.0	1149	tags=14%, list=8%, signal=15%	
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_180MIN_UP	GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_180MIN_UP		110	0.32345414	1.1721185	0.12292359	0.15741073	1.0	1913	tags=21%, list=14%, signal=24%	
GSE14308_TH2_VS_TH1_DN	GSE14308_TH2_VS_TH1_DN		165	0.30899975	1.1712201	0.10408922	0.15859057	1.0	1453	tags=20%, list=10%, signal=22%	
GSE29618_BCELL_VS_PDC_DN	GSE29618_BCELL_VS_PDC_DN		158	0.30909047	1.1710421	0.108949415	0.15876402	1.0	1842	tags=26%, list=13%, signal=30%	
GSE19888_NO_PRETREAT_VS_ADENOSINE_A3R_INHIBITOR_PRETREATED_MAST_CELL_TCELL_MEMBRANES_ACT_DN	GSE19888_NO_PRETREAT_VS_ADENOSINE_A3R_INHIBITOR_PRETREATED_MAST_CELL_TCELL_MEMBRANES_ACT_DN		159	0.30675298	1.1704956	0.101626016	0.15944926	1.0	1502	tags=20%, list=11%, signal=22%	
GSE360_DC_VS_MAC_M_TUBERCULOSIS_UP	GSE360_DC_VS_MAC_M_TUBERCULOSIS_UP		127	0.31820112	1.1701604	0.12014134	0.15982284	1.0	1542	tags=21%, list=11%, signal=24%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN		88	0.33174545	1.1701032	0.13564669	0.15982345	1.0	2278	tags=32%, list=16%, signal=38%	
GSE17721_ALL_VS_24H_PAM3CSK4_BMDC_DN	GSE17721_ALL_VS_24H_PAM3CSK4_BMDC_DN		154	0.30639303	1.1695327	0.08267716	0.16062185	1.0	1412	tags=21%, list=10%, signal=23%	
GSE13522_CTRL_VS_T_CRUZI_BRAZIL_STRAIN_INF_SKIN_DN	GSE13522_CTRL_VS_T_CRUZI_BRAZIL_STRAIN_INF_SKIN_DN		115	0.3228132	1.1695327	0.11808118	0.16054334	1.0	1416	tags=15%, list=10%, signal=16%	
GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_UP	GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_UP		113	0.32619822	1.1693949	0.120567374	0.16066177	1.0	1020	tags=17%, list=7%, signal=18%	
GSE2585_CTEC_VS_MTEC_THYMUS_UP	GSE2585_CTEC_VS_MTEC_THYMUS_UP		137	0.3196752	1.1692843	0.108	0.16074617	1.0	1749	tags=18%, list=12%, signal=21%	
GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP	GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP		115	0.32045454	1.1687375	0.108474575	0.16143733	1.0	1404	tags=19%, list=10%, signal=21%	
GSE360_DC_VS_MAC_T_GONDII_UP	GSE360_DC_VS_MAC_T_GONDII_UP		113	0.320468	1.1677951	0.11660777	0.16268857	1.0	1204	tags=19%, list=9%, signal=20%	
GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_UP	GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_UP		162	0.30293983	1.1675686	0.079245284	0.16292568	1.0	1769	tags=22%, list=13%, signal=24%	
GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MACROPHAGE_DN	GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MACROPHAGE_DN		139	0.31273293	1.1674211	0.12851405	0.16307254	1.0	1883	tags=19%, list=13%, signal=22%	
GSE14308_TH17_VS_INDUCED_TREG_UP	GSE14308_TH17_VS_INDUCED_TREG_UP		165	0.31010008	1.1669271	0.11111111	0.16373698	1.0	1757	tags=21%, list=12%, signal=24%	
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_1H_UP	GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_1H_UP		171	0.30519253	1.1658971	0.09090909	0.16511363	1.0	1422	tags=18%, list=10%, signal=20%	
GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP	GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP		180	0.30627283	1.1653225	0.1434263	0.16583963	1.0	2116	tags=28%, list=15%, signal=32%	
GSE32423_CTRL_VS_IL7_IL4_MEMORY_CD8_TCELL_UP	GSE32423_CTRL_VS_IL7_IL4_MEMORY_CD8_TCELL_UP		155	0.30643156	1.1650393	0.10288066	0.16617306	1.0	1131	tags=13%, list=8%, signal=14%	
GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_UP	GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_UP		127	0.32200328	1.16496	0.12830189	0.16619866	1.0	1816	tags=22%, list=13%, signal=25%	
GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_DN	GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_DN		125	0.31832016	1.1649354	0.15018316	0.16615489	1.0	1366	tags=18%, list=10%, signal=19%	
GSE3039_CD4_TCELL_VS_B2_BCELL_DN	GSE3039_CD4_TCELL_VS_B2_BCELL_DN		148	0.3139333	1.1645482	0.11646587	0.16660376	1.0	1291	tags=18%, list=9%, signal=20%	
GSE17721_LPS_VS_POLYIC_12H_BMDC_DN	GSE17721_LPS_VS_POLYIC_12H_BMDC_DN		153	0.3108174	1.1638501	0.11627907	0.16749959	1.0	2079	tags=29%, list=15%, signal=34%	
GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP	GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP		95	0.33156303	1.1638353	0.1682243	0.16744132	1.0	806	tags=14%, list=6%, signal=14%	
GSE6875_WT_VS_FOXP3_KO_TREG_UP	GSE6875_WT_VS_FOXP3_KO_TREG_UP		166	0.30578873	1.1626552	0.107569724	0.1691059	1.0	1276	tags=16%, list=9%, signal=18%	
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MONOCYTE_DN	GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MONOCYTE_DN		149	0.31227055	1.1625223	0.12727273	0.16922142	1.0	1475	tags=16%, list=10%, signal=18%	
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_IL6_TREATED_UP	GSE21670_STAT3_KO_VS_WT_CD4_TCELL_IL6_TREATED_UP		151	0.3023646	1.1616831	0.08778626	0.17038393	1.0	1641	tags=19%, list=12%, signal=21%	
GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_52H_DN	GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_52H_DN		164	0.30406213	1.1614212	0.09053498	0.17066857	1.0	1304	tags=18%, list=9%, signal=20%	
GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_UP	GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_UP		155	0.30882522	1.1612896	0.13127413	0.17077027	1.0	1508	tags=21%, list=11%, signal=23%	
GSE40274_FOXP3_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_FOXP3_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		118	0.32428965	1.161277	0.1509434	0.17070252	1.0	2143	tags=25%, list=15%, signal=29%	
GSE43863_NAIVE_VS_LY6C_INT_CXCR5POS_CD4_EFF_TCELL_D6_LCMV_DN	GSE43863_NAIVE_VS_LY6C_INT_CXCR5POS_CD4_EFF_TCELL_D6_LCMV_DN		70	0.34878436	1.160902	0.19033232	0.17118981	1.0	2218	tags=26%, list=16%, signal=30%	
NAKAYA_MYELOID_DENDRITIC_CELL_FLUMIST_AGE_18_50YO_7DY_UP	NAKAYA_MYELOID_DENDRITIC_CELL_FLUMIST_AGE_18_50YO_7DY_UP		311	0.28916848	1.1606951	0.043010753	0.17138782	1.0	1650	tags=16%, list=12%, signal=18%	
GSE360_L_DONOVANI_VS_L_MAJOR_MAC_DN	GSE360_L_DONOVANI_VS_L_MAJOR_MAC_DN		130	0.3116564	1.1605407	0.12840466	0.17156267	1.0	2224	tags=22%, list=16%, signal=26%	
GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN	GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN		122	0.31658524	1.1604204	0.13194445	0.17165442	1.0	1156	tags=16%, list=8%, signal=18%	
GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_DN	GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_DN		168	0.30298832	1.160147	0.11297071	0.17197779	1.0	1127	tags=14%, list=8%, signal=15%	
GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN	GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN		146	0.30864972	1.1596212	0.123188406	0.17271996	1.0	2022	tags=25%, list=14%, signal=29%	
GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_UP	GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_UP		130	0.31184277	1.1593732	0.10878661	0.17301342	1.0	2369	tags=30%, list=17%, signal=36%	
GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_2H_UP	GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_2H_UP		125	0.3177346	1.1592274	0.14652015	0.17316899	1.0	1493	tags=22%, list=11%, signal=24%	
GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_MAC_UP	GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_MAC_UP		119	0.31423184	1.1590576	0.14130434	0.17336585	1.0	1257	tags=14%, list=9%, signal=16%	
GSE17721_CTRL_VS_POLYIC_4H_BMDC_DN	GSE17721_CTRL_VS_POLYIC_4H_BMDC_DN		138	0.30819264	1.1589439	0.12639405	0.17345256	1.0	1732	tags=19%, list=12%, signal=21%	
GSE17721_0.5H_VS_12H_LPS_BMDC_DN	GSE17721_0.5H_VS_12H_LPS_BMDC_DN		152	0.3064612	1.1588552	0.12648222	0.17350613	1.0	1475	tags=18%, list=10%, signal=20%	
GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_DN	GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_DN		98	0.3270111	1.1586783	0.17434211	0.17370072	1.0	2304	tags=28%, list=16%, signal=33%	
GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP	GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP		157	0.30162835	1.158539	0.08677686	0.17382625	1.0	1195	tags=17%, list=8%, signal=19%	
GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP	GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP		163	0.30415586	1.1584575	0.11111111	0.17386821	1.0	1449	tags=17%, list=10%, signal=19%	
GSE27786_BCELL_VS_CD4_TCELL_DN	GSE27786_BCELL_VS_CD4_TCELL_DN		134	0.31195837	1.157805	0.12451362	0.17478725	1.0	1795	tags=19%, list=13%, signal=22%	
GSE14308_TH2_VS_INDUCED_TREG_UP	GSE14308_TH2_VS_INDUCED_TREG_UP		159	0.3068047	1.1574601	0.13725491	0.17521425	1.0	1373	tags=17%, list=10%, signal=19%	
GSE36527_CD62L_HIGH_VS_CD62L_LOW_TREG_CD69_NEG_KLRG1_NEG_UP	GSE36527_CD62L_HIGH_VS_CD62L_LOW_TREG_CD69_NEG_KLRG1_NEG_UP		162	0.30538777	1.1572605	0.10671937	0.1754001	1.0	1894	tags=23%, list=13%, signal=26%	
GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_DN	GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_DN		139	0.31498483	1.1563469	0.10037175	0.17668307	1.0	1246	tags=17%, list=9%, signal=19%	
GSE360_DC_VS_MAC_L_DONOVANI_DN	GSE360_DC_VS_MAC_L_DONOVANI_DN		155	0.30691662	1.1558797	0.12601626	0.17734937	1.0	1429	tags=15%, list=10%, signal=17%	
GSE4590_PRE_BCELL_VS_LARGE_PRE_BCELL_UP	GSE4590_PRE_BCELL_VS_LARGE_PRE_BCELL_UP		109	0.32242116	1.1557273	0.15946844	0.17750399	1.0	983	tags=13%, list=7%, signal=14%	
GSE22886_CD8_VS_CD4_NAIVE_TCELL_DN	GSE22886_CD8_VS_CD4_NAIVE_TCELL_DN		101	0.3230376	1.1555718	0.15714286	0.17763866	1.0	1947	tags=22%, list=14%, signal=25%	
GSE26928_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP	GSE26928_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP		130	0.30724585	1.1553891	0.11553785	0.1778241	1.0	1772	tags=22%, list=13%, signal=25%	
GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DN	GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DN		105	0.32267645	1.155055	0.14675768	0.17826031	1.0	1236	tags=15%, list=9%, signal=17%	
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY15_EFFECTOR_CD8_TCELL_DN	GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY15_EFFECTOR_CD8_TCELL_DN		74	0.33973968	1.1549236	0.19155844	0.1783961	1.0	1025	tags=14%, list=7%, signal=14%	
GSE20500_RETINOIC_ACID_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_DN	GSE20500_RETINOIC_ACID_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_DN		141	0.30928132	1.1549062	0.13356164	0.17834142	1.0	766	tags=15%, list=5%, signal=16%	
GSE10325_CD4_TCELL_VS_MYELOID_UP	GSE10325_CD4_TCELL_VS_MYELOID_UP		151	0.30924988	1.1548263	0.14869888	0.17838009	1.0	970	tags=14%, list=7%, signal=15%	
GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_UP	GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_UP		144	0.31017816	1.1547421	0.11026616	0.17841412	1.0	1321	tags=18%, list=9%, signal=20%	
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_COSTIM_BLOCK_DN	GSE26669_CD4_VS_CD8_TCELL_IN_MLR_COSTIM_BLOCK_DN		139	0.30841076	1.1545223	0.13025211	0.1786766	1.0	2138	tags=28%, list=15%, signal=33%	
GSE17721_POLYIC_VS_CPG_2H_BMDC_DN	GSE17721_POLYIC_VS_CPG_2H_BMDC_DN		141	0.31083846	1.1543525	0.15441176	0.17883931	1.0	2078	tags=27%, list=15%, signal=31%	
GSE29618_MONOCYTE_VS_MDC_DN	GSE29618_MONOCYTE_VS_MDC_DN		139	0.3073725	1.1542305	0.10569106	0.17896159	1.0	585	tags=12%, list=4%, signal=13%	
GSE23568_CTRL_TRANSDUCED_VS_WT_CD8_TCELL_DN	GSE23568_CTRL_TRANSDUCED_VS_WT_CD8_TCELL_DN		165	0.30200157	1.154228	0.14453125	0.17888024	1.0	1681	tags=19%, list=12%, signal=22%	
GSE17721_LPS_VS_POLYIC_2H_BMDC_UP	GSE17721_LPS_VS_POLYIC_2H_BMDC_UP		146	0.30587462	1.153695	0.10726643	0.17961381	1.0	2212	tags=27%, list=16%, signal=31%	
GSE37416_CTRL_VS_0H_F_TULARENSIS_LVS_NEUTROPHIL_DN	GSE37416_CTRL_VS_0H_F_TULARENSIS_LVS_NEUTROPHIL_DN		62	0.3437821	1.1532924	0.21846154	0.18013948	1.0	438	tags=8%, list=3%, signal=8%	
GSE43955_TH0_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_UP	GSE43955_TH0_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_UP		149	0.30356795	1.1532502	0.11067194	0.18010564	1.0	788	tags=11%, list=6%, signal=11%	
GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_DN	GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_DN		180	0.300528	1.1529651	0.12288135	0.18043225	1.0	2359	tags=30%, list=17%, signal=36%	
GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_UP	GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_UP		125	0.31156626	1.1527263	0.12820514	0.18070729	1.0	1049	tags=18%, list=7%, signal=19%	
GSE19923_E2A_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN	GSE19923_E2A_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN		77	0.33771798	1.1524498	0.17687075	0.1810848	1.0	1802	tags=25%, list=13%, signal=28%	
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GTE_200_VS_LTE_200_1DY_UP	ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GTE_200_VS_LTE_200_1DY_UP		99	0.32020056	1.1523583	0.16206896	0.18117243	1.0	983	tags=12%, list=7%, signal=13%	
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_45MIN_DN	GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_45MIN_DN		152	0.3045976	1.1522448	0.099631	0.18125024	1.0	1610	tags=26%, list=11%, signal=29%	
GSE29949_CD8_NEG_DC_SPLEEN_VS_CD8_POS_DC_SPLEEN_UP	GSE29949_CD8_NEG_DC_SPLEEN_VS_CD8_POS_DC_SPLEEN_UP		106	0.31877136	1.1521753	0.15845071	0.18127005	1.0	1847	tags=20%, list=13%, signal=23%	
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP	GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP		79	0.33064064	1.1520655	0.17987806	0.1813799	1.0	1397	tags=13%, list=10%, signal=14%	
GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_UP	GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_UP		172	0.30193284	1.1518918	0.14107884	0.1815578	1.0	1341	tags=17%, list=10%, signal=18%	
GSE20727_DNFB_ALLERGEN_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP	GSE20727_DNFB_ALLERGEN_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP		102	0.32659766	1.1515785	0.14545454	0.18195644	1.0	2106	tags=23%, list=15%, signal=26%	
GSE29949_CD8_POS_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP	GSE29949_CD8_POS_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP		136	0.30931258	1.1509849	0.13307984	0.18281297	1.0	1394	tags=15%, list=10%, signal=17%	
GSE22103_UNSTIM_VS_LPS_STIM_NEUTROPHIL_UP	GSE22103_UNSTIM_VS_LPS_STIM_NEUTROPHIL_UP		171	0.29596475	1.15068	0.112033196	0.18320118	1.0	1575	tags=20%, list=11%, signal=22%	
GSE43955_1H_VS_10H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP	GSE43955_1H_VS_10H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP		149	0.30326432	1.1500615	0.13877551	0.1840837	1.0	1307	tags=21%, list=9%, signal=23%	
GSE1432_1H_VS_24H_IFNG_MICROGLIA_DN	GSE1432_1H_VS_24H_IFNG_MICROGLIA_DN		148	0.30403134	1.1498427	0.13618676	0.1843414	1.0	1219	tags=16%, list=9%, signal=18%	
GSE43955_1H_VS_10H_ACT_CD4_TCELL_DN	GSE43955_1H_VS_10H_ACT_CD4_TCELL_DN		124	0.3158746	1.1494596	0.12790698	0.18487282	1.0	1547	tags=16%, list=11%, signal=18%	
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN	GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN		139	0.30562806	1.149233	0.1509434	0.18516596	1.0	1156	tags=19%, list=8%, signal=20%	
GSE1460_DP_THYMOCYTE_VS_THYMIC_STROMAL_CELL_DN	GSE1460_DP_THYMOCYTE_VS_THYMIC_STROMAL_CELL_DN		151	0.3075396	1.1485194	0.13061224	0.18619041	1.0	1792	tags=20%, list=13%, signal=23%	
GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_UP	GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_UP		156	0.30353197	1.1479385	0.12544803	0.18697858	1.0	1429	tags=20%, list=10%, signal=22%	
GSE3982_EOSINOPHIL_VS_MAC_UP	GSE3982_EOSINOPHIL_VS_MAC_UP		132	0.30923322	1.1477586	0.15750916	0.18717447	1.0	1795	tags=20%, list=13%, signal=23%	
GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_2H_DN	GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_2H_DN		126	0.31413913	1.1476853	0.15354331	0.18719041	1.0	1963	tags=25%, list=14%, signal=28%	
GSE21033_CTRL_VS_POLYIC_STIM_DC_6H_UP	GSE21033_CTRL_VS_POLYIC_STIM_DC_6H_UP		144	0.30390522	1.1474149	0.15833333	0.18757942	1.0	1384	tags=15%, list=10%, signal=16%	
GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MACROPHAGE_UP	GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MACROPHAGE_UP		137	0.3095364	1.1464798	0.11969112	0.1890425	1.0	1982	tags=19%, list=14%, signal=22%	
GSE37416_CTRL_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_UP	GSE37416_CTRL_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_UP		162	0.2997531	1.1462852	0.10780669	0.18930429	1.0	1837	tags=22%, list=13%, signal=25%	
GSE21670_UNTREATED_VS_IL6_TREATED_CD4_TCELL_UP	GSE21670_UNTREATED_VS_IL6_TREATED_CD4_TCELL_UP		149	0.30896115	1.1462101	0.14102565	0.18933584	1.0	2397	tags=30%, list=17%, signal=35%	
GSE2706_UNSTIM_VS_2H_R848_DC_UP	GSE2706_UNSTIM_VS_2H_R848_DC_UP		133	0.3135224	1.1459087	0.16030534	0.18974699	1.0	1226	tags=17%, list=9%, signal=18%	
GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_UP	GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_UP		148	0.30526197	1.1458389	0.13461539	0.18979517	1.0	2449	tags=31%, list=17%, signal=37%	
GSE36527_CD62L_HIGH_CD69_NEG_VS_CD62L_LOW_CD69_POS_TREG_KLRG1_NEG_DN	GSE36527_CD62L_HIGH_CD69_NEG_VS_CD62L_LOW_CD69_POS_TREG_KLRG1_NEG_DN		137	0.30716822	1.1449066	0.13333334	0.19122735	1.0	1921	tags=20%, list=14%, signal=23%	
GSE24972_MARGINAL_ZONE_BCELL_VS_FOLLICULAR_BCELL_DN	GSE24972_MARGINAL_ZONE_BCELL_VS_FOLLICULAR_BCELL_DN		117	0.3142853	1.1449044	0.18382353	0.19114335	1.0	1163	tags=18%, list=8%, signal=19%	
GSE27786_LSK_VS_BCELL_DN	GSE27786_LSK_VS_BCELL_DN		172	0.29986855	1.1448084	0.136	0.19121169	1.0	1491	tags=17%, list=11%, signal=19%	
GSE19198_6H_VS_24H_IL21_TREATED_TCELL_DN	GSE19198_6H_VS_24H_IL21_TREATED_TCELL_DN		143	0.3076643	1.1441685	0.12987013	0.19212942	1.0	2208	tags=26%, list=16%, signal=30%	
GSE25677_MPL_VS_MPL_AND_R848_STIM_BCELL_DN	GSE25677_MPL_VS_MPL_AND_R848_STIM_BCELL_DN		93	0.3247696	1.1440914	0.14487633	0.19215667	1.0	852	tags=12%, list=6%, signal=13%	
GSE3982_MAC_VS_EFF_MEMORY_CD4_TCELL_DN	GSE3982_MAC_VS_EFF_MEMORY_CD4_TCELL_DN		117	0.3132379	1.1440452	0.17667845	0.1921411	1.0	1787	tags=19%, list=13%, signal=21%	
GSE22611_UNSTIM_VS_6H_MDP_STIM_NOD2_TRANSDUCED_HEK293T_CELL_DN	GSE22611_UNSTIM_VS_6H_MDP_STIM_NOD2_TRANSDUCED_HEK293T_CELL_DN		148	0.3026249	1.1437391	0.13523132	0.19256932	1.0	1031	tags=14%, list=7%, signal=15%	
KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_UP	KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_UP		170	0.29781958	1.1431129	0.12863071	0.19347417	1.0	1345	tags=18%, list=10%, signal=19%	
GSE17974_2.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP	GSE17974_2.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP		168	0.3047384	1.143032	0.1399177	0.19352755	1.0	2026	tags=23%, list=14%, signal=26%	
